,full_name,Current Club,nationality,minutes_played_overall,goals_overall,clean_sheets_overall
7325,Zander Clark,St. Johnstone,Scotland,3060,0,15
7326,Aaron Comrie,St. Johnstone,Scotland,90,0,0
7327,Niall McGinn,Aberdeen,Northern Ireland,1910,5,9
7328,Scott McKenna,Aberdeen,Scotland,2594,2,10
7329,Scott Wright,Dundee,Scotland,1407,3,6
7330,Jack Hamilton,Dundee,Scotland,1530,0,2
7331,John Souttar,Hearts,Scotland,2080,0,7
7332,Conor Sammon,Motherwell,Republic of Ireland,614,0,3
7333,Tony Watt,St. Johnstone,Scotland,1939,2,12
7334,Craig Gordon,Celtic,Scotland,1620,0,9
7335,Mikael Lustig,Celtic,Sweden,2160,2,17
7336,Kieran Tierney,Celtic,Scotland,1745,0,13
7337,Scott Brown,Celtic,Scotland,2554,1,18
7338,James Forrest,Celtic,Scotland,2709,11,23
7339,Callum McGregor,Celtic,Scotland,2996,3,23
7340,Leigh Griffiths,Celtic,Scotland,571,2,6
7341,Moussa Dembélé,Celtic,France,90,0,1
7342,Liam Smith,Hearts,Scotland,0,0,0
7343,Scott Sinclair,Celtic,England,2263,9,20
7344,Tom Rogić,Celtic,Australia,1351,3,13
7345,Emilio Arturo Izaguirre Girón,Celtic,Honduras,1102,0,11
7346,Darian MacKinnon,Hamilton Academical,Scotland,2442,1,6
7347,Liam Gordon,St. Johnstone,Scotland,987,0,5
7348,Scott McMann,Hamilton Academical,Scotland,2332,0,4
7349,Nir Bitton,Celtic,Israel,391,0,4
7350,Ryan Christie,Celtic,Scotland,1521,9,16
7351,Josh Meekings,Dundee,England,315,0,0
7352,Francis Ross,Aberdeen,Scotland,72,0,0
7353,Adam Frizzell,Kilmarnock,Scotland,0,0,0
7354,Devlin MacKay,Kilmarnock,Scotland,22,0,0
7355,Rakish Bingham,Hamilton Academical,England,1099,1,3
7356,Dorus de Vries,Celtic,Netherlands,0,0,0
7357,Cristian Gamboa Luna,Celtic,Costa Rica,90,0,0
7358,Scott Boyd,Kilmarnock,Scotland,1490,1,7
7359,Jonny Hayes,Celtic,Republic of Ireland,719,0,8
7360,Ryan Bowman,Motherwell,England,684,1,3
7361,Iain Wilson,Kilmarnock,Scotland,99,0,5
7362,Jozo Šimunović,Celtic,Bosnia and Herzegovina,1445,2,11
7363,Jack McMillan,Livingston,Scotland,274,1,3
7364,Chris Burke,Kilmarnock,Scotland,2558,5,15
7365,Lennard Adjetey Sowah,Hamilton Academical,Germany,1388,0,4
7366,Jake Hastie,Motherwell,Scotland,1008,6,6
7367,Gary Mackay-Steven,Aberdeen,Scotland,1690,4,7
7368,Barry Maguire,Motherwell,Scotland,91,0,1
7369,David Turnbull,Motherwell,Scotland,2460,15,9
7370,Calvin Miller,Dundee,Scotland,1231,1,3
7371,Emerson Hyndman,Hibernian,USA,840,1,6
7372,Elliott Frear,Motherwell,England,804,1,5
7373,Niall Keown,St. Johnstone,Republic of Ireland,0,0,0
7374,Aaron Hughes,Hearts,Northern Ireland,236,0,1
7375,Jak Alnwick,Rangers,England,0,0,0
7376,Connor McLennan,Aberdeen,Scotland,1479,3,7
7377,Jules Christ Kouassi Eboue,Celtic,Côte d'Ivoire,88,0,0
7378,Daniel Higgins,Kilmarnock,Scotland,0,0,0
7379,Bruce Anderson,Aberdeen,Scotland,295,2,4
7380,Conor Hazard,Celtic,Northern Ireland,0,0,0
7381,William Graham,Kilmarnock,Scotland,0,0,0
7382,Anthony Ralston,Celtic,Scotland,314,1,2
7383,Michael Johnston,Celtic,Scotland,679,5,8
7384,Andrew Dallas,Rangers,Scotland,0,0,0
7385,Serge Atakayi,Rangers,Finland,17,0,0
7386,Dean Campbell,Aberdeen,Scotland,233,0,3
7387,Jamie Brandon,Hearts,Scotland,389,0,0
7388,Adam Livingstone,Motherwell,Scotland,91,0,0
7389,Oliver Burke,Celtic,Scotland,760,4,10
7390,Jeremy Toljan,Celtic,Germany,719,0,5
7391,Steven Saunders,Livingston,Scotland,188,0,2
7392,Filip Benković,Celtic,Croatia,1446,2,13
7393,Andreas Hadenius,Dundee,Sweden,194,0,0
7394,Danny Kwasi Amankwaa,Hearts,Denmark,7,0,1
7395,Andrew Boyle,Dundee,Republic of Ireland,1106,1,2
7396,Daryl Horgan,Hibernian,Republic of Ireland,2264,3,10
7397,David McMillan,Hamilton Academical,Republic of Ireland,824,2,6
7398,Simeon Jackson,St. Mirren,Canada,2125,5,4
7399,Scott Arfield,Rangers,Canada,2337,11,15
7400,Gareth McAuley,Rangers,Northern Ireland,555,0,3
7401,Steven Davis,Rangers,Northern Ireland,891,0,10
7402,Jermain Defoe,Rangers,England,945,8,10
7403,Tommie Hoban,Aberdeen,Republic of Ireland,327,1,1
7404,Jon Flanagan,Rangers,England,1185,0,8
7405,Oviemuno Dominic Ejaria,Rangers,England,1015,1,3
7406,Ethan Robson,Dundee,England,1076,2,1
7407,Mattew Willock,St. Mirren,England,678,0,1
7408,Demetri Mitchell,Hearts,England,1204,0,7
7409,Steven Whittaker,Hibernian,Scotland,1085,0,5
7410,Steven Naismith,Hearts,Scotland,1636,10,9
7411,Conor McAleny,Kilmarnock,England,591,3,5
7412,Steven Caulker,Dundee,England,180,0,0
7413,Ádám Bogdán,Hibernian,Hungary,1606,0,6
7414,Kyle Lafferty,Rangers,Northern Ireland,859,5,8
7415,James Wilson,Aberdeen,England,1142,4,6
7416,Youssouf Chafiq Mulumbu Ngangu,Kilmarnock,Congo DR,855,1,5
7417,Sean Goss,St. Johnstone,England,471,0,1
7418,Ryan Fulton,Hamilton Academical,Scotland,360,0,1
7419,James Horsfield,Dundee,England,889,0,0
7420,Daniel Bachmann,Kilmarnock,Austria,2250,0,13
7421,Tony Andreu,Hamilton Academical,France,1304,1,4
7422,Jordan Holmes,St. Mirren,Australia,0,0,0
7423,Allan McGregor,Rangers,Scotland,3059,0,15
7424,Alex Bruce,Kilmarnock,Northern Ireland,283,0,2
7425,Charalampos Mavrias,Hibernian,Greece,180,0,1
7426,Dominic Ball,Aberdeen,England,2148,0,9
7427,Adil Nabi,Dundee,England,631,1,2
7428,Cole Kpekawa,St. Mirren,England,320,0,0
7429,Gaël Bigirimana,Hibernian,Burundi,1183,1,5
7430,Ryan Inniss,Dundee,England,842,0,1
7431,Ryan Gauld,Hibernian,Scotland,302,0,0
7432,Dolly Doningos Menga,Livingston,Angola,1701,2,9
7433,Genséric Kusunga,Dundee,Angola,1955,1,2
7434,Andy Rose,Motherwell,Australia,972,0,0
7435,Zdenek Zlamal,Hearts,Czech Republic,2610,0,8
7436,Jonathan Spector,Hibernian,USA,13,0,0
7437,Stephen Gleeson,Aberdeen,Republic of Ireland,630,0,6
7438,Jack Byrne,Kilmarnock,Republic of Ireland,81,0,1
7439,Max Lowe,Aberdeen,England,2666,2,11
7440,Jamie Murphy,Rangers,Scotland,160,0,1
7441,Christophe Berra,Hearts,Scotland,2205,0,7
7442,Adam Hammill,St. Mirren,England,911,4,2
7443,Ryan Kent,Rangers,England,2083,6,13
7444,Liam Grimshaw,Motherwell,England,2671,0,9
7445,Kirk Broadfoot,Kilmarnock,Scotland,2144,1,12
7446,Greg Halford,Aberdeen,England,19,0,1
7447,Ross McCormack,Motherwell,Scotland,43,0,2
7448,Aaron Tshibola,Kilmarnock,Congo DR,1844,1,11
7449,Greg Stewart,Aberdeen,Scotland,2467,9,10
7450,Jack Hendry,Celtic,Scotland,306,0,1
7451,Connor Goldson,Rangers,England,3031,3,15
7452,Matthew Kennedy,St. Johnstone,Scotland,2812,6,16
7453,Joe Worrall,Rangers,England,1840,0,9
7454,Bright Enobakhare,Kilmarnock,England,220,0,0
7455,Stevie May,Aberdeen,Scotland,1819,2,11
7456,Tristan Nydam,St. Johnstone,England,126,0,3
7457,Lee Erwin,Kilmarnock,Scotland,74,0,1
7458,Anton Ferdinand,St. Mirren,England,1509,0,2
7459,Matthew Kilgallon,Hamilton Academical,England,2248,0,3
7460,John O'Sullivan,Dundee,Republic of Ireland,589,0,1
7461,Nicolai Brock-Madsen,St. Mirren,Denmark,269,0,0
7462,Josh Heaton,St. Mirren,England,0,0,0
7463,Conor Mitchell,St. Johnstone,Northern Ireland,0,0,0
7464,Colin Doyle,Hearts,Republic of Ireland,810,0,4
7465,Charles Dunne,Motherwell,Republic of Ireland,1932,0,6
7466,Elliot Parish,Dundee,England,450,0,1
7467,Steve Davies,Hamilton Academical,England,424,2,1
7468,Gary MacKenzie,St. Mirren,Scotland,353,0,1
7469,Olly Lee,Hearts,England,2047,3,11
7470,Sam Cosgrove,Aberdeen,England,2420,17,11
7471,Tom Aldred,Motherwell,Scotland,3263,3,9
7472,Liam Donnelly,Motherwell,Northern Ireland,427,1,0
7473,Curtis Main,Motherwell,England,2294,3,9
7474,Gboly Ariyibi,Motherwell,USA,1266,2,6
7475,Stefan Scougall,St. Johnstone,Scotland,9,0,0
7476,Mark McNulty,Hibernian,Scotland,1174,7,4
7477,Ryan Flynn,St. Mirren,Scotland,1781,1,4
7478,Gregg Wylde,Livingston,Scotland,48,0,0
7479,Paul McGinn,St. Mirren,Scotland,2957,3,5
7480,Chris Forrester,Aberdeen,Republic of Ireland,167,0,1
7481,Scott Tanser,St. Johnstone,England,3242,3,16
7482,Peter Hartley,Motherwell,England,1143,1,3
7483,Michael Smith,Hearts,Northern Ireland,2384,0,11
7484,Sam Kelly,Hamilton Academical,England,313,0,1
7485,Christian Mbulu,Motherwell,England,353,0,1
7486,Egli Kaja,Livingston,Albania,247,0,2
7487,George Oakley,Hamilton Academical,England,1196,4,4
7488,Dean Lyness,St. Mirren,England,360,0,1
7489,Drey Wright,St. Johnstone,England,1114,1,7
7490,Uche Ikpeazu,Hearts,England,1343,3,5
7491,Aaron Taylor-Sinclair,Motherwell,Scotland,353,0,0
7492,Glen Kamara,Rangers,Finland,2498,1,11
7493,Sean Clare,Hearts,England,2069,3,7
7494,Marvin Bartley,Hibernian,England,654,0,3
7495,Nathan Ralph,Dundee,England,2232,1,3
7496,Stephen McGinn,St. Mirren,Scotland,2727,1,5
7497,Raffaele De Vita,Livingston,Italy,56,0,1
7498,Mark Gillespie,Motherwell,England,2377,0,7
7499,Lee Miller,Livingston,Scotland,468,0,2
7500,Roarie Deacon,Dundee,England,231,0,1
7501,David Gray,Hibernian,Scotland,1825,3,8
7502,Aaron McGowan,Hamilton Academical,England,3025,2,7
7503,Trevor Carson,Motherwell,Northern Ireland,1021,0,2
7504,Stephen O'Donnell,Kilmarnock,Scotland,3221,0,15
7505,Andrew Nelson,Dundee,England,707,4,1
7506,Clevid Dikamona,Hearts,France,1107,1,6
7507,Hakeem Odofin,Livingston,England,748,0,2
7508,Sofien Moussa,Dundee,Tunisia,445,0,0
7509,Fredrik Brustad,Hamilton Academical,Norway,819,1,2
7510,Jean Alassane Mendy,Dundee,Norway,261,0,2
7511,Henk van Schaik,Livingston,Netherlands,0,0,1
7512,Miquel Nelom,Hibernian,Netherlands,161,0,2
7513,Thomas Agyepong,Hibernian,Ghana,253,1,3
7514,Vykintas Slivka,Hibernian,Lithuania,1800,1,12
7515,Benjamin Källman,Dundee,Finland,996,1,2
7516,Lassana Coulibaly,Rangers,Mali,1069,1,7
7517,Odsonne Édouard,Celtic,France,1927,15,19
7518,Mayindou Karl Madianga,Dundee,France,736,1,1
7519,Sadiq Umar,Rangers,Nigeria,13,0,1
7520,Duckens Nazon,St. Mirren,Haiti,482,1,1
7521,Stephane Omeonga,Hibernian,Belgium,980,0,4
7522,Florian Kamberi,Hibernian,Switzerland,2608,8,11
7523,Timothy Dieng,Dundee,Senegal,1440,0,1
7524,Peter Haring,Hearts,Austria,2273,5,9
7525,Jamie MacLaren,Hibernian,Australia,499,1,1
7526,Oliver Bozanić,Hearts,Australia,1481,3,10
7527,Alejandro Rodriguez Gorrin,Motherwell,Spain,1381,0,7
7528,Benjamin Garuccio,Hearts,Australia,1166,0,8
7529,Daniel Arzani,Celtic,Australia,33,0,1
7530,Mark Milligan,Hibernian,Australia,2244,0,9
7531,Ryan McGowan,Dundee,Australia,1350,0,1
7532,Steve Lawson,Livingston,France,1454,1,10
7533,Ján Mucha,Hamilton Academical,Slovakia,180,0,0
7534,Calum Waters,Kilmarnock,Scotland,172,0,1
7535,Lewis Spence,Dundee,Scotland,770,0,2
7536,Lewis Stevenson,Hibernian,Scotland,2914,0,12
7537,Paul Hanlon,Hibernian,Scotland,2340,1,6
7538,John McGinn,Hibernian,Scotland,80,0,1
7539,Martin Boyle,Hibernian,Scotland,1423,4,6
7540,Fraser Murray,Hibernian,Scotland,229,0,2
7541,Ross Laidlaw,Hibernian,Scotland,90,0,0
7542,Ryan Porteous,Hibernian,Scotland,1378,3,6
7543,Alan Power,Kilmarnock,Republic of Ireland,3134,1,15
7544,Cameron Bell,St. Johnstone,Scotland,360,0,1
7545,Kyle McClean,St. Johnstone,Northern Ireland,0,0,0
7546,Danny Rogers,St. Mirren,Republic of Ireland,360,0,1
7547,Darren McGregor,Hibernian,Scotland,1982,2,4
7548,Oliver Shaw,Hibernian,Scotland,1117,6,10
7549,Callum Hendry,St. Johnstone,Scotland,407,2,4
7550,Jack Lambert,Dundee,England,68,0,1
7551,Ryan Hardie,Livingston,Scotland,1172,7,5
7552,Stuart Findlay,Kilmarnock,Scotland,2731,3,12
7553,Conor Shaughnessy,Hearts,Republic of Ireland,854,0,1
7554,Alex Penny,Hamilton Academical,England,337,0,3
7555,Scott Robinson,Livingston,Scotland,1665,2,12
7556,Cameron Smith,St. Mirren,Scotland,931,0,3
7557,Mark Hurst,St. Johnstone,Scotland,0,0,0
7558,Lewis Morgan,Celtic,Scotland,188,0,7
7559,Jason Kerr,St. Johnstone,Scotland,3294,2,15
7560,Jack Baird,St. Mirren,Scotland,2690,0,5
7561,Stephen Mallan,Hibernian,Scotland,3182,7,12
7562,Ross Stewart,Livingston,Scotland,180,0,0
7563,Tom Taiwo,Hamilton Academical,England,988,0,3
7564,James Brown,Livingston,England,60,0,0
7565,Mateo Mužek,St. Mirren,Croatia,1099,0,2
7566,Declan Gallagher,Livingston,Scotland,3416,1,14
7567,James Keatings,Hamilton Academical,Scotland,862,1,1
7568,Ricki Lamie,Livingston,Scotland,1893,0,10
7569,Scott Tiffoney,Livingston,Scotland,206,2,1
7570,Ross Stewart,St. Mirren,Scotland,77,0,0
7571,Jordan Kirkpatrick,St. Mirren,Scotland,88,0,0
7572,Conor O’Keefe,St. Mirren,Scotland,0,0,0
7573,Adam Eckersley,St. Mirren,England,0,0,0
7574,Alan Lithgow,Livingston,Scotland,3150,2,13
7575,Craig Halkett,Livingston,Scotland,2987,7,14
7576,Keaghan Jacobs,Livingston,South Africa,2358,1,14
7577,Shaun Byrne,Livingston,Scotland,2528,2,12
7578,Scott Pittman,Livingston,Scotland,3376,6,14
7579,Danny Mullen,St. Mirren,Scotland,1402,5,4
7580,Nicky Cadden,Livingston,Scotland,502,0,6
7581,Gary Maley,Livingston,Scotland,0,0,0
7582,Cameron Blues,Livingston,Scotland,0,0,0
7583,Craig Sibbald,Livingston,Scotland,1367,3,8
7584,Ross Callachan,St. Johnstone,Scotland,1553,1,11
7585,Scott Martin,Hamilton Academical,Scotland,2338,0,6
7586,Callum Crane,Livingston,Scotland,0,0,0
7587,Kyle Magennis,St. Mirren,Scotland,1061,2,3
7588,Kyle McAllister,St. Mirren,Scotland,890,2,2
7589,Ross McCrorie,Rangers,Scotland,986,0,13
7590,Sean Mackie,Hibernian,Scotland,466,0,2
7591,Maciej Dabrowski,Hibernian,Poland,0,0,0
7592,Innes Murray,Hibernian,Scotland,0,0,0
7593,Liam Kelly,Livingston,Scotland,3240,0,14
7594,Ross Millen,Kilmarnock,Scotland,199,1,2
7595,Robby McCrorie,Rangers,Scotland,0,0,0
7596,Lewis Allan,Hibernian,Scotland,176,0,2
7597,Rohan Ferguson,Motherwell,Scotland,22,0,0
7598,Andrew Irving,Hearts,Scotland,90,0,0
7599,Callumn Morrison,Hearts,Scotland,1318,1,9
7600,Harry Cochrane,Hearts,Scotland,499,0,2
7601,Marcus Godinho,Hearts,Canada,916,1,5
7602,Elton N'Gwatala,Dundee,France,646,1,1
7603,James Kellerman,St. Mirren,England,131,0,0
7604,Jimmy Dunne,Hearts,Republic of Ireland,1080,2,5
7605,Danny Johnson,Motherwell,England,1220,6,4
7606,Mason Enigbokan-Bloomfield,Hamilton Academical,England,116,1,1
7607,Jeff King,St. Mirren,England,0,0,0
7608,Nikola Katić,Rangers,Croatia,1421,1,8
7609,Borna Barišić,Rangers,Croatia,1240,0,8
7610,Eros Grezda,Rangers,Albania,655,2,6
7611,Aidan Keena,Hearts,Republic of Ireland,198,0,0
7612,Bradley Lyons,St. Mirren,Northern Ireland,1125,1,1
7613,Bobby Burns,Livingston,Northern Ireland,618,1,3
7614,David Vanecek II,Hearts,Czech Republic,160,0,2
7615,Václav Hladký,St. Mirren,Czech Republic,1530,0,2
7616,Matthew Henvey,Dundee,Scotland,2,0,0
7617,Ewan Henderson,Celtic,Scotland,281,0,2
7618,Delphin Tshiembe,Hamilton Academical,Congo DR,1284,0,5
7619,Anders Dreyer,St. Mirren,Denmark,693,1,1
7620,Cameron MacPherson,St. Mirren,Scotland,952,1,2
7621,Alex Petkov,Hearts,Bulgaria,0,0,0
7622,Ciaron Brown,Livingston,England,381,0,1
7623,Cody Cooke,St. Mirren,England,329,3,2
7624,Kieran Monlouis,Hamilton Academical,England,0,0,0
7625,Timothy Weah,Celtic,USA,432,3,12
7626,Liam Millar,Kilmarnock,Canada,297,1,5
7627,Armstrong Okoflex,Celtic,England,0,0,0
7628,Glenn Middleton,Rangers,Scotland,626,2,5
7629,Daniel Jefferies,Dundee,Wales,0,0,0
7630,Ryan Harrington,Aberdeen,Wales,0,0,0
7631,Miko Aarne Virtanen,Aberdeen,Finland,11,0,0
7632,Darnell Johnson,Hibernian,England,25,0,0
7633,Marios Ogboe,Hamilton Academical,Nigeria,282,1,2
7634,Lewis Ferguson,Aberdeen,Scotland,2960,6,10
7635,Anthony McDonald,Hearts,Scotland,53,0,1
7636,George Stanger,Hamilton Academical,Scotland,0,0,0
7637,Adam Phillips,Hamilton Academical,England,0,0,0
7638,Ethan Erhahon,St. Mirren,Scotland,1689,0,3
7639,Andrew Firth,Rangers,England,7,0,0
7640,Alfie Jones,St. Mirren,England,1246,2,2
7641,Hayden Coulson,St. Mirren,England,403,0,1
7642,Mikael Ndjoli,Kilmarnock,England,544,2,11
7643,David Craddock,Aberdeen,Republic of Ireland,0,0,0
7644,James Gullan,Hibernian,Scotland,18,0,1
7645,Jack Hamilton,Livingston,Scotland,284,1,6
7646,Mikel Miller,Hamilton Academical,England,2220,5,6
7647,Kerr Mcinroy,Celtic,Scotland,0,0,0
7648,Alistair McCann,St. Johnstone,Scotland,3,0,1
7649,Mihai Popescu,St. Mirren,Romania,1530,0,2
7650,Laurențiu Nicolae Corbu,St. Mirren,Romania,147,0,0
7651,James Scott,Motherwell,Scotland,559,1,2
7652,Christopher Hamilton,Hearts,Scotland,0,0,0
7653,Scott Glover,St. Mirren,Scotland,0,0,0
7654,Connor Smith,Hearts,Scotland,165,0,0
7655,Callum Moore,Dundee,Scotland,104,0,0
7656,Lewis Smith,Hamilton Academical,Scotland,54,0,0
7657,Vakoun Issouf Bayo,Celtic,Côte d'Ivoire,1,0,1
7658,Brian Rice,Dundee,Scotland,0,0,0
7659,Andy Dales,Dundee,England,652,0,0
7660,Lewis Muir,St. Mirren,Scotland,0,0,0
7661,David Dangana,Aberdeen,Scotland,0,0,0
7662,Cameron Breadner,St. Mirren,Scotland,15,0,0
7663,Cameron Dow,Dundee,Scotland,0,0,0
7664,Samuel Jamieson,St. Mirren,Scotland,20,0,0
7665,Ethan Ross,Aberdeen,Scotland,35,0,3
7666,Jack MacKenzie,Aberdeen,Scotland,0,0,0
7667,Jacob Marsden,Hamilton Academical,England,44,0,0
7668,Aaron Hickey,Hearts,Scotland,118,0,0
7669,David Wilson,St. Mirren,Scotland,0,0,0
7670,Thomas Bradbury,Dundee,Scotland,0,0,0
7671,Stuart McKinstry,Motherwell,Scotland,0,0,0
7672,Josh Campbell,Hibernian,Scotland,0,0,0
7673,Reegan Mimnaugh,Hamilton Academical,Scotland,364,0,2
7674,Andrew Winter,Hamilton Academical,Scotland,0,0,0
7675,Ross Sinclair,St. Johnstone,Scotland,0,0,0
7676,Jordan Northcott,St. Johnstone,Scotland,0,0,1
7677,Jamie Semple,Motherwell,Scotland,16,0,0
7678,Jamie Hamilton,Hamilton Academical,Scotland,0,0,0
7679,Max Anderson,Dundee,Scotland,0,0,0
7680,Finlay Robertson,Dundee,Scotland,70,0,0
7681,Josh Mulligan,Dundee,Scotland,20,0,0
7682,Lyall Cameron,Dundee,Scotland,0,0,0
7683,Oliver Hamilton,St. Johnstone,Scotland,9,0,0
7684,David Devine,Motherwell,Scotland,28,0,0
7685,Dean Cornelius,Motherwell,Scotland,12,0,0
7686,Karamoko Kader Dembélé,Celtic,Scotland,44,0,0
7687,Daniel Church,Celtic,Scotland,0,0,0
7688,Stephen Welsh,Celtic,Scotland,0,0,0
7689,Adedapo Mebude,Rangers,Scotland,27,0,0
7690,Kenny Miller,Dundee,Scotland,2125,8,4
7691,Lee Wallace,Rangers,Scotland,52,0,1
7692,Arnaud Djoum,Hearts,Cameroon,2685,3,10
7693,Tomas Cerny,Aberdeen,Czech Republic,135,0,0
7694,Graham Dorrans,Rangers,Scotland,27,0,0
7695,Ryan Jack,Rangers,Scotland,2413,4,14
7696,Efe Ambrose,Hibernian,Nigeria,1890,0,8
7697,Daniel Candeias,Rangers,Portugal,2265,5,15
7698,Ofir Marciano,Hibernian,Israel,1724,0,7
7699,Dedryck Boyata,Celtic,Belgium,1674,1,12
7700,Alexandros Gogic,Hamilton Academical,Cyprus,1169,0,3
7701,Olivier Ntcham,Celtic,France,1313,3,11
7702,Alfredo Morelos,Rangers,Colombia,2211,18,11
7703,Josh Windass,Rangers,England,90,0,0
7704,Kristoffer Ajer,Celtic,Norway,2165,0,19
7705,Yassine Bounou,Girona FC,Morocco,2862,0,8
7706,Bernardo Espinosa,Girona FC,Colombia,2729,1,7
7707,Marc Muniesa,Girona FC,Spain,1403,0,6
7708,Juanpe,Girona FC,Spain,2794,0,7
7709,Borja García,Girona FC,Spain,2637,1,9
7710,David Timor Copoví,Girona FC,Spain,164,0,1
7711,Portu,Girona FC,Spain,2833,9,6
7712,Álex Granell,Girona FC,Spain,2408,0,8
7713,Aleix García,Girona FC,Spain,1639,2,9
7714,Pedro Antonio Porro Sauceda,Girona FC,Spain,2213,0,8
7715,Cristhian Stuani,Girona FC,Uruguay,2731,19,8
7716,Anthony Rubén Lozano Colón,Girona FC,Honduras,724,0,5
7717,Pere Pons,Girona FC,Spain,2797,1,9
7718,Patrick Roberts,Girona FC,England,594,0,5
7719,Eric Montes Arce,Girona FC,Spain,0,0,0
7720,Kévin Soni,Girona FC,Cameroon,79,0,1
7721,Gorka Iraizoz,Girona FC,Spain,558,0,1
7722,Pedro Alcalá,Girona FC,Spain,1848,1,6
7723,Jordi Masip López,Real Valladolid,Spain,3150,0,9
7724,Javier Moyano Lujano,Real Valladolid,Spain,2107,0,9
7725,Francisco José Olivas Alba,Real Valladolid,Spain,3102,0,9
7726,José Ignacio Martínez García,Real Valladolid,Spain,3150,1,9
7727,Fernando Calero Villa,Real Valladolid,Spain,3130,1,8
7728,Borja Fernández Fernández,Real Valladolid,Spain,837,0,5
7729,Keko,Real Valladolid,Spain,1544,2,3
7730,Rubén Alcaraz Jiménez,Real Valladolid,Spain,2978,3,9
7731,Anuar Mohamed Tuhami,Real Valladolid,Spain,1081,1,5
7732,Laureano Antonio Villa Suárez,Real Valladolid,Spain,1774,2,8
7733,Christopher Ramos De la Cruz,Real Valladolid,Spain,64,0,1
7734,Óscar Plano Pedreño,Real Valladolid,Spain,2697,3,6
7735,Daniele Verde,Real Valladolid,Italy,642,2,4
7736,Miguel Alfonso Herrero Javaloyas,Real Valladolid,Spain,2552,1,9
7737,Miguel De La Fuente Escudero,Real Valladolid,Spain,10,0,1
7738,Mohamed Salisu Abdul Karim,Real Valladolid,Ghana,0,0,0
7739,Samuel Pérez Fariña,Real Valladolid,Spain,0,0,0
7740,Antonio Jesús Regal Angulo,Real Valladolid,Spain,1853,2,6
7741,Pau López,Real Betis,Spain,2970,0,10
7742,Aïssa Mandi,Real Betis,Algeria,3060,1,11
7743,Marc Bartra,Real Betis,Spain,2930,1,10
7744,Zouhair Feddal,Real Betis,Morocco,1702,1,5
7745,Héctor Junior Firpo Adames,Real Betis,Dominican Republic,1937,3,8
7746,Andrés Guardado,Real Betis,Mexico,2339,0,9
7747,Ryad Boudebouz,Celta de Vigo,Algeria,1260,1,7
7748,Sergio Canales,Real Betis,Spain,2658,7,9
7749,William Silva de Carvalho,Real Betis,Portugal,2387,0,8
7750,Lorenzo Jesús Morón García,Real Betis,Spain,1958,6,7
7751,Francis Guerrero,Real Betis,Spain,1790,0,8
7752,Antonio Sanabria,Real Betis,Paraguay,808,2,5
7753,Takashi Inui,Deportivo Alavés,Japan,1211,2,6
7754,Antonio Barragán,Real Betis,Spain,937,0,4
7755,Joel Robles Blázquez,Real Betis,Spain,450,0,1
7756,Sergio León,Real Betis,Spain,633,0,5
7757,Sidnei,Real Betis,Brazil,1742,1,9
7758,Darko Brašanac,Deportivo Alavés,Serbia,1580,0,5
7759,Oier Olazábal Paredes,Levante UD,Spain,1890,0,5
7760,Jorge Andújar Moreno,Levante UD,Spain,1814,4,4
7761,Sergio Postigo,Levante UD,Spain,1451,1,3
7762,Toño,Levante UD,Spain,1767,1,7
7763,Chema,Levante UD,Spain,1252,2,4
7764,Cheick Doukouré,Levante UD,Côte d'Ivoire,314,0,1
7765,Jose Campana,Levante UD,Spain,3213,4,7
7766,José Luis Morales,Levante UD,Spain,3196,12,7
7767,Enis Bardhi,Levante UD,FYR Macedonia,2839,3,7
7768,Roger Martí Salvador,Levante UD,Spain,1894,13,5
7769,Jason Remeseiro,Levante UD,Spain,2333,2,7
7770,Sanjin Prcić,Levante UD,Bosnia and Herzegovina,533,0,2
7771,Antonio Manuel Luna Rodríguez,Levante UD,Spain,1259,0,1
7772,Raphael Dwamena,Levante UD,Ghana,211,0,3
7773,Aitor Fernández Abarisketa,Levante UD,Spain,1440,0,2
7774,Rober,Levante UD,Spain,2854,1,5
7775,Rubén Rochina Naixes,Levante UD,Spain,1812,4,5
7776,Pedro López,Levante UD,Spain,463,0,2
7777,Sergio,Celta de Vigo,Spain,1170,0,2
7778,Gustavo Cabral,Celta de Vigo,Argentina,1896,0,5
7779,Hugo Mallo,Celta de Vigo,Spain,3094,1,8
7780,Néstor Alejandro Araújo Razo,Celta de Vigo,Mexico,2681,3,7
7781,Júnior Alonso,Celta de Vigo,Paraguay,535,0,1
7782,Stanislav Lobotka,Celta de Vigo,Slovakia,2491,0,6
7783,Brais Méndez,Celta de Vigo,Spain,2353,6,8
7784,Francisco José Beltrán Peinado,Celta de Vigo,Spain,1510,1,7
7785,Iago Aspas,Celta de Vigo,Spain,2262,20,6
7786,Pione Sisto,Celta de Vigo,Denmark,834,2,4
7787,Maxi Gómez,Celta de Vigo,Uruguay,2963,13,7
7788,Emre Mor,Celta de Vigo,Turkey,367,0,2
7789,Sofiane Boufal,Celta de Vigo,Morocco,2098,3,8
7790,Dennis Eckert,Celta de Vigo,Germany,208,0,1
7791,David Costas Cordal,Celta de Vigo,Spain,1172,0,4
7792,Okay Yokuşlu,Celta de Vigo,Turkey,2205,2,7
7793,Róbert Mazáň,Celta de Vigo,Slovakia,90,0,0
7794,Iván Villar Martínez,Celta de Vigo,Spain,0,0,0
7795,Diego López Rodríguez,RCD Espanyol,Spain,3420,0,10
